V4_0,Time_codelist,Time,Geography_codelist,Geography,cpi1dim1aggid,Aggregate
111.2,Month,Nov-04,K02000001,,cpi1dim1S90101,09.1.1 Reception and reproduction of sound and pictures
117.1,Month,Nov-04,K02000001,,cpi1dim1S90102,"09.1.2 Photographic, cinematographic and optical equipment"
115.5,Month,Nov-04,K02000001,,cpi1dim1S90103,09.1.3 Data processing equipment
103.9,Month,Nov-04,K02000001,,cpi1dim1S90104,09.1.4 Recording media
96.9,Month,Nov-04,K02000001,,cpi1dim1S90105,"09.1.5 Repair of audio-visual equipment , related products"
99.8,Month,Nov-04,K02000001,,cpi1dim1S90201,09.2.1/2 Major durables for in/outdoor recreation
101.1,Month,Nov-04,K02000001,,cpi1dim1S90301,"09.3.1 Games, toys and hobbies"
105.7,Month,Nov-04,K02000001,,cpi1dim1S90302,09.3.2 Equipment for sport and open-air recreation
101.1,Month,Nov-04,K02000001,,cpi1dim1S90303,"09.3.3 Gardens, plants and flowers"
97.8,Month,Nov-04,K02000001,,cpi1dim1S90304,"09.3.4/5 Pets, related products and services"
97.7,Month,Nov-04,K02000001,,cpi1dim1S90401,09.4.1 Recreational and sporting services
96.9,Month,Nov-04,K02000001,,cpi1dim1S90402,09.4.2 Cultural services
100.7,Month,Nov-04,K02000001,,cpi1dim1S90501,09.5.1 Books
98.8,Month,Nov-04,K02000001,,cpi1dim1S90502,09.5.2 Newspapers and periodicals
99.2,Month,Nov-04,K02000001,,cpi1dim1S90503,"09.5.3/4 Misc. printed matter, stationery, drawing materials"
100.2,Month,Nov-04,K02000001,,cpi1dim1S90600,09.6.0 Package Holidays
98.7,Month,Nov-04,K02000001,,cpi1dim1S100000,10.0.0 Education
97.9,Month,Nov-04,K02000001,,cpi1dim1S110101,"11.1.1 Restaurants, cafes"
98.4,Month,Nov-04,K02000001,,cpi1dim1S110102,11.1.2 Canteens
96.7,Month,Nov-04,K02000001,,cpi1dim1S110200,11.2.0 Accommodation Services
97.2,Month,Nov-04,K02000001,,cpi1dim1S120101,12.1.1 Hairdressing and personal grooming establishments
100.6,Month,Nov-04,K02000001,,cpi1dim1S120102,12.1.2/3 Appliances and products for personal care
101,Month,Nov-04,K02000001,,cpi1dim1S120301,"12.3.1 Jewellery, clocks and watches"
101,Month,Nov-04,K02000001,,cpi1dim1S120302,12.3.2 Other personal effects
96.3,Month,Nov-04,K02000001,,cpi1dim1S120400,12.4.0 Social Protection
102.6,Month,Nov-04,K02000001,,cpi1dim1S120502,12.5.2 House contents insurance
96.7,Month,Nov-04,K02000001,,cpi1dim1S120503,12.5.3 Health insurance
101.2,Month,Nov-04,K02000001,,cpi1dim1S120504,12.5.4 Transport insurance
94.7,Month,Nov-04,K02000001,,cpi1dim1S120602,12.6.2 Other financial services (nec)
95.3,Month,Nov-04,K02000001,,cpi1dim1S120700,12.7.0 Other Services Not Elsewhere covered
98.4,Month,Nov-04,K02000001,,cpi1dim1T10000,01 Food and non-alcoholic beverages
98.2,Month,Nov-04,K02000001,,cpi1dim1T20000,02 Alcoholic beverages and tobacco
105.9,Month,Nov-04,K02000001,,cpi1dim1T30000,03 Clothing and footwear
96,Month,Nov-04,K02000001,,cpi1dim1T40000,"04 Housing, water, electricity, gas and other fuels"
100.4,Month,Nov-04,K02000001,,cpi1dim1T50000,"05 Furniture, household equipment and maintenance"
98.2,Month,Nov-04,K02000001,,cpi1dim1T60000,06 Health
96.4,Month,Nov-04,K02000001,,cpi1dim1T70000,07 Transport
100.8,Month,Nov-04,K02000001,,cpi1dim1T80000,08 Communication
101,Month,Nov-04,K02000001,,cpi1dim1T90000,09 Recreation and culture
98.7,Month,Nov-04,K02000001,,cpi1dim1T100000,10 Education
97.8,Month,Nov-04,K02000001,,cpi1dim1T110000,11 Restaurants and hotels
97.3,Month,Nov-04,K02000001,,cpi1dim1T120000,12 Miscellaneous goods and services
99.1,Month,Dec-04,K02000001,,cpi1dim1A0,CPI (overall index)
99.1,Month,Dec-04,K02000001,,cpi1dim1G10100,01.1 Food
99,Month,Dec-04,K02000001,,cpi1dim1G10200,01.2 Non-alcoholic beverages
98.6,Month,Dec-04,K02000001,,cpi1dim1G20100,02.1 Alcoholic beverages
97.1,Month,Dec-04,K02000001,,cpi1dim1G20200,02.2 Tobacco
104.6,Month,Dec-04,K02000001,,cpi1dim1G30100,03.1 Clothing
103.6,Month,Dec-04,K02000001,,cpi1dim1G30200,03.2 Footwear including repairs
97.9,Month,Dec-04,K02000001,,cpi1dim1G40100,04.1 Actual rentals for housing
99.2,Month,Dec-04,K02000001,,cpi1dim1G40300,04.3 Regular maintenance and repair of the dwelling
92.1,Month,Dec-04,K02000001,,cpi1dim1G40400,04.4 Water supply and misc. services for the dwelling
94.4,Month,Dec-04,K02000001,,cpi1dim1G40500,"04.5 Electricity , gas and other fuels"
104.6,Month,Dec-04,K02000001,,cpi1dim1G50100,"05.1 Furniture, furnishings and carpets"
105.2,Month,Dec-04,K02000001,,cpi1dim1G50200,05.2 Household textiles
100.6,Month,Dec-04,K02000001,,cpi1dim1G50300,"05.3 Household appliances, fitting and repairs"
103.9,Month,Dec-04,K02000001,,cpi1dim1G50400,"05.4 Glassware, tableware and household utensils"
101.6,Month,Dec-04,K02000001,,cpi1dim1G50500,05.5 Tools and equipment for house and garden
98.1,Month,Dec-04,K02000001,,cpi1dim1G50600,05.6 Goods and services for routine maintenance
99.4,Month,Dec-04,K02000001,,cpi1dim1G60100,"06.1 Medical products, appliances and equipment"
97.5,Month,Dec-04,K02000001,,cpi1dim1G60200,06.2 Out-patient services
96.1,Month,Dec-04,K02000001,,cpi1dim1G60300,06.3 Hospital services
99.8,Month,Dec-04,K02000001,,cpi1dim1G70100,07.1 Purchase of vehicles
95.7,Month,Dec-04,K02000001,,cpi1dim1G70200,07.2 Operation of personal transport equipment
100.1,Month,Dec-04,K02000001,,cpi1dim1G70300,07.3 Transport services
97,Month,Dec-04,K02000001,,cpi1dim1G80100,08.1 Postal services
100.8,Month,Dec-04,K02000001,,cpi1dim1G80200,08.2/3 Telephone and telefax equip
108.5,Month,Dec-04,K02000001,,cpi1dim1G90100,09.1 Audio-visual equipment and related products
99.8,Month,Dec-04,K02000001,,cpi1dim1G90200,9.2 Other major durables for recreation and culture
102,Month,Dec-04,K02000001,,cpi1dim1G90300,"09.3 Other recreational items, gardens and pets"
97.3,Month,Dec-04,K02000001,,cpi1dim1G90400,09.4 Recreational and cultural services
100,Month,Dec-04,K02000001,,cpi1dim1G90500,"09.5 Books, newspapers and stationery"
100.2,Month,Dec-04,K02000001,,cpi1dim1G90600,09.6 Package holidays
98.7,Month,Dec-04,K02000001,,cpi1dim1G100000,10.0 Education
98.2,Month,Dec-04,K02000001,,cpi1dim1G110100,11.1 Catering services
97,Month,Dec-04,K02000001,,cpi1dim1G110200,11.2 Accommodation services
99.9,Month,Dec-04,K02000001,,cpi1dim1G120100,12.1 Personal care
101,Month,Dec-04,K02000001,,cpi1dim1G120300,12.3 Personal effects (nec)
96.8,Month,Dec-04,K02000001,,cpi1dim1G120400,12.4 Social protection
100.2,Month,Dec-04,K02000001,,cpi1dim1G120500,12.5 Insurance
94.7,Month,Dec-04,K02000001,,cpi1dim1G120600,12.6 Financial services (nec)
95.6,Month,Dec-04,K02000001,,cpi1dim1G120700,12.7 Other services (nec)
98.8,Month,Dec-04,K02000001,,cpi1dim1S10101,01.1.1 Bread and cereals
99.9,Month,Dec-04,K02000001,,cpi1dim1S10102,01.1.2 Meat
98.9,Month,Dec-04,K02000001,,cpi1dim1S10103,01.1.3 Fish
97.6,Month,Dec-04,K02000001,,cpi1dim1S10104,"01.1.4 Milk, cheese and eggs"
103.8,Month,Dec-04,K02000001,,cpi1dim1S10105,01.1.5 Oils and fats
100.3,Month,Dec-04,K02000001,,cpi1dim1S10106,01.1.6 Fruit
98.6,Month,Dec-04,K02000001,,cpi1dim1S10107,01.1.7 Vegetables including potatoes and tubers
98.3,Month,Dec-04,K02000001,,cpi1dim1S10108,"01.1.8 Sugar, jam, syrups, chocolate and confectionery"
101.1,Month,Dec-04,K02000001,,cpi1dim1S10109,01.1.9 Food products (nec)
98.8,Month,Dec-04,K02000001,,cpi1dim1S10201,"01.2.1 Coffee, tea and cocoa"
99.1,Month,Dec-04,K02000001,,cpi1dim1S10202,"01.2.2 Mineral waters, soft drinks and juices"
96.8,Month,Dec-04,K02000001,,cpi1dim1S20101,02.1.1 Spirits
98.6,Month,Dec-04,K02000001,,cpi1dim1S20102,02.1.2 Wine
100.5,Month,Dec-04,K02000001,,cpi1dim1S20103,02.1.3 Beer
97.1,Month,Dec-04,K02000001,,cpi1dim1S20200,02.2.0 Tobacco
104.8,Month,Dec-04,K02000001,,cpi1dim1S30102,03.1.2 Garments
102.6,Month,Dec-04,K02000001,,cpi1dim1S30103,03.1.3 Other clothing and clothing accessories
97.9,Month,Dec-04,K02000001,,cpi1dim1S30104,"03.1.4 Cleaning, repair and hire of clothing"
103.6,Month,Dec-04,K02000001,,cpi1dim1S30200,03.2.0 Footwear including repairs
97.9,Month,Dec-04,K02000001,,cpi1dim1S40100,04.1.0 Actual rentals for housing
100.5,Month,Dec-04,K02000001,,cpi1dim1S40301,04.3.1 Materials for maintenance and repair
97.2,Month,Dec-04,K02000001,,cpi1dim1S40302,04.3.2 Services for maintenance and repair
90.8,Month,Dec-04,K02000001,,cpi1dim1S40401,04.4.1 Water supply
93.5,Month,Dec-04,K02000001,,cpi1dim1S40403,04.4.3 Sewerage collection
95.4,Month,Dec-04,K02000001,,cpi1dim1S40501,04.5.1 Electricity
94.6,Month,Dec-04,K02000001,,cpi1dim1S40502,04.5.2 Gas
78.9,Month,Dec-04,K02000001,,cpi1dim1S40503,04.5.3 Liquid fuels
97.5,Month,Dec-04,K02000001,,cpi1dim1S40504,04.5.4 Solid fuels
104.8,Month,Dec-04,K02000001,,cpi1dim1S50101,05.1.1 Furniture and furnishings
104.2,Month,Dec-04,K02000001,,cpi1dim1S50102,05.1.2 Carpets and other floor coverings
105.2,Month,Dec-04,K02000001,,cpi1dim1S50200,05.2.0 Household Textiles
101,Month,Dec-04,K02000001,,cpi1dim1S50301,05.3.1/2 Major appliances and small electric goods
97.9,Month,Dec-04,K02000001,,cpi1dim1S50303,05.3.3 Repair of household appliances
103.9,Month,Dec-04,K02000001,,cpi1dim1S50400,"05.4.0 Glassware, Tableware and Household Utensils"
101.6,Month,Dec-04,K02000001,,cpi1dim1S50500,05.5.0 Tools and equipment for House and Garden
98.6,Month,Dec-04,K02000001,,cpi1dim1S50601,05.6.1 Non-durable household goods
97.7,Month,Dec-04,K02000001,,cpi1dim1S50602,05.6.2 Domestic services and household services
99,Month,Dec-04,K02000001,,cpi1dim1S60101,06.1.1 Pharmaceutical products
99.8,Month,Dec-04,K02000001,,cpi1dim1S60102,06.1.2/3 Other medical and therapeutic equipment
97.8,Month,Dec-04,K02000001,,cpi1dim1S60201,"06.2.1/3 Medical services, paramedical services"
97.2,Month,Dec-04,K02000001,,cpi1dim1S60202,06.2.2 Dental services
96.1,Month,Dec-04,K02000001,,cpi1dim1S60300,06.3.0 Hospital Services
102.3,Month,Dec-04,K02000001,,cpi1dim1S70102,07.1.2/3 Motorcycles and bicycles
99.2,Month,Dec-04,K02000001,,cpi1dim1S70181,07.1.1 New Cars
100.6,Month,Dec-04,K02000001,,cpi1dim1S70191,07.1.1b Second Hand Cars
98.8,Month,Dec-04,K02000001,,cpi1dim1S70201,07.2.1 Spare parts and accessories
94.4,Month,Dec-04,K02000001,,cpi1dim1S70202,07.2.2 Fuels and lubricants
96.3,Month,Dec-04,K02000001,,cpi1dim1S70203,07.2.3 Maintenance and repairs
97.2,Month,Dec-04,K02000001,,cpi1dim1S70204,07.2.4 Other services
97.1,Month,Dec-04,K02000001,,cpi1dim1S70301,07.3.1 Passenger transport by railway
96.1,Month,Dec-04,K02000001,,cpi1dim1S70302,07.3.2 Passenger transport by road
117.2,Month,Dec-04,K02000001,,cpi1dim1S70303,07.3.3 Passenger transport by air
106.4,Month,Dec-04,K02000001,,cpi1dim1S70304,07.3.4 Passenger transport by sea and inland waterway
97,Month,Dec-04,K02000001,,cpi1dim1S80100,08.1.0 Postal Services
100.8,Month,Dec-04,K02000001,,cpi1dim1S80200,08.2.0 Telephone and Telefax Equipment & Services
110.6,Month,Dec-04,K02000001,,cpi1dim1S90101,09.1.1 Reception and reproduction of sound and pictures
114,Month,Dec-04,K02000001,,cpi1dim1S90102,"09.1.2 Photographic, cinematographic and optical equipment"
113.7,Month,Dec-04,K02000001,,cpi1dim1S90103,09.1.3 Data processing equipment
103.7,Month,Dec-04,K02000001,,cpi1dim1S90104,09.1.4 Recording media
97.3,Month,Dec-04,K02000001,,cpi1dim1S90105,"09.1.5 Repair of audio-visual equipment , related products"
99.8,Month,Dec-04,K02000001,,cpi1dim1S90201,09.2.1/2 Major durables for in/outdoor recreation
102.8,Month,Dec-04,K02000001,,cpi1dim1S90301,"09.3.1 Games, toys and hobbies"
106,Month,Dec-04,K02000001,,cpi1dim1S90302,09.3.2 Equipment for sport and open-air recreation
101.4,Month,Dec-04,K02000001,,cpi1dim1S90303,"09.3.3 Gardens, plants and flowers"
97.9,Month,Dec-04,K02000001,,cpi1dim1S90304,"09.3.4/5 Pets, related products and services"
97.9,Month,Dec-04,K02000001,,cpi1dim1S90401,09.4.1 Recreational and sporting services
97.1,Month,Dec-04,K02000001,,cpi1dim1S90402,09.4.2 Cultural services
101.7,Month,Dec-04,K02000001,,cpi1dim1S90501,09.5.1 Books
98.9,Month,Dec-04,K02000001,,cpi1dim1S90502,09.5.2 Newspapers and periodicals
100.1,Month,Dec-04,K02000001,,cpi1dim1S90503,"09.5.3/4 Misc. printed matter, stationery, drawing materials"
100.2,Month,Dec-04,K02000001,,cpi1dim1S90600,09.6.0 Package Holidays
98.7,Month,Dec-04,K02000001,,cpi1dim1S100000,10.0.0 Education
98.2,Month,Dec-04,K02000001,,cpi1dim1S110101,"11.1.1 Restaurants, cafes"
98.2,Month,Dec-04,K02000001,,cpi1dim1S110102,11.1.2 Canteens
97,Month,Dec-04,K02000001,,cpi1dim1S110200,11.2.0 Accommodation Services
97.3,Month,Dec-04,K02000001,,cpi1dim1S120101,12.1.1 Hairdressing and personal grooming establishments
100.8,Month,Dec-04,K02000001,,cpi1dim1S120102,12.1.2/3 Appliances and products for personal care
100.9,Month,Dec-04,K02000001,,cpi1dim1S120301,"12.3.1 Jewellery, clocks and watches"
101.5,Month,Dec-04,K02000001,,cpi1dim1S120302,12.3.2 Other personal effects
96.8,Month,Dec-04,K02000001,,cpi1dim1S120400,12.4.0 Social Protection
101.6,Month,Dec-04,K02000001,,cpi1dim1S120502,12.5.2 House contents insurance
96.7,Month,Dec-04,K02000001,,cpi1dim1S120503,12.5.3 Health insurance
101.4,Month,Dec-04,K02000001,,cpi1dim1S120504,12.5.4 Transport insurance
94.7,Month,Dec-04,K02000001,,cpi1dim1S120602,12.6.2 Other financial services (nec)
95.6,Month,Dec-04,K02000001,,cpi1dim1S120700,12.7.0 Other Services Not Elsewhere covered
99,Month,Dec-04,K02000001,,cpi1dim1T10000,01 Food and non-alcoholic beverages
97.8,Month,Dec-04,K02000001,,cpi1dim1T20000,02 Alcoholic beverages and tobacco
104.5,Month,Dec-04,K02000001,,cpi1dim1T30000,03 Clothing and footwear
96.6,Month,Dec-04,K02000001,,cpi1dim1T40000,"04 Housing, water, electricity, gas and other fuels"
102.7,Month,Dec-04,K02000001,,cpi1dim1T50000,"05 Furniture, household equipment and maintenance"
98,Month,Dec-04,K02000001,,cpi1dim1T60000,06 Health
98,Month,Dec-04,K02000001,,cpi1dim1T70000,07 Transport
100.5,Month,Dec-04,K02000001,,cpi1dim1T80000,08 Communication
101.2,Month,Dec-04,K02000001,,cpi1dim1T90000,09 Recreation and culture
98.7,Month,Dec-04,K02000001,,cpi1dim1T100000,10 Education
98,Month,Dec-04,K02000001,,cpi1dim1T110000,11 Restaurants and hotels
97.4,Month,Dec-04,K02000001,,cpi1dim1T120000,12 Miscellaneous goods and services
98.6,Month,Jan-05,K02000001,,cpi1dim1A0,CPI (overall index)
99.2,Month,Jan-05,K02000001,,cpi1dim1G10100,01.1 Food
99.3,Month,Jan-05,K02000001,,cpi1dim1G10200,01.2 Non-alcoholic beverages
99.9,Month,Jan-05,K02000001,,cpi1dim1G20100,02.1 Alcoholic beverages
97.9,Month,Jan-05,K02000001,,cpi1dim1G20200,02.2 Tobacco
100.5,Month,Jan-05,K02000001,,cpi1dim1G30100,03.1 Clothing
101.4,Month,Jan-05,K02000001,,cpi1dim1G30200,03.2 Footwear including repairs
98.1,Month,Jan-05,K02000001,,cpi1dim1G40100,04.1 Actual rentals for housing
99.4,Month,Jan-05,K02000001,,cpi1dim1G40300,04.3 Regular maintenance and repair of the dwelling
92.1,Month,Jan-05,K02000001,,cpi1dim1G40400,04.4 Water supply and misc. services for the dwelling
95.9,Month,Jan-05,K02000001,,cpi1dim1G40500,"04.5 Electricity , gas and other fuels"
96.9,Month,Jan-05,K02000001,,cpi1dim1G50100,"05.1 Furniture, furnishings and carpets"
99.5,Month,Jan-05,K02000001,,cpi1dim1G50200,05.2 Household textiles
99.3,Month,Jan-05,K02000001,,cpi1dim1G50300,"05.3 Household appliances, fitting and repairs"
100.9,Month,Jan-05,K02000001,,cpi1dim1G50400,"05.4 Glassware, tableware and household utensils"
101,Month,Jan-05,K02000001,,cpi1dim1G50500,05.5 Tools and equipment for house and garden
98.6,Month,Jan-05,K02000001,,cpi1dim1G50600,05.6 Goods and services for routine maintenance
99.9,Month,Jan-05,K02000001,,cpi1dim1G60100,"06.1 Medical products, appliances and equipment"
98.1,Month,Jan-05,K02000001,,cpi1dim1G60200,06.2 Out-patient services
97.2,Month,Jan-05,K02000001,,cpi1dim1G60300,06.3 Hospital services
100.2,Month,Jan-05,K02000001,,cpi1dim1G70100,07.1 Purchase of vehicles
95.1,Month,Jan-05,K02000001,,cpi1dim1G70200,07.2 Operation of personal transport equipment
92.8,Month,Jan-05,K02000001,,cpi1dim1G70300,07.3 Transport services
97,Month,Jan-05,K02000001,,cpi1dim1G80100,08.1 Postal services
100.6,Month,Jan-05,K02000001,,cpi1dim1G80200,08.2/3 Telephone and telefax equip
106.1,Month,Jan-05,K02000001,,cpi1dim1G90100,09.1 Audio-visual equipment and related products
99.8,Month,Jan-05,K02000001,,cpi1dim1G90200,9.2 Other major durables for recreation and culture
101.4,Month,Jan-05,K02000001,,cpi1dim1G90300,"09.3 Other recreational items, gardens and pets"
97.4,Month,Jan-05,K02000001,,cpi1dim1G90400,09.4 Recreational and cultural services
99.4,Month,Jan-05,K02000001,,cpi1dim1G90500,"09.5 Books, newspapers and stationery"
100.5,Month,Jan-05,K02000001,,cpi1dim1G90600,09.6 Package holidays
98.7,Month,Jan-05,K02000001,,cpi1dim1G100000,10.0 Education
98.3,Month,Jan-05,K02000001,,cpi1dim1G110100,11.1 Catering services
97.2,Month,Jan-05,K02000001,,cpi1dim1G110200,11.2 Accommodation services
99.9,Month,Jan-05,K02000001,,cpi1dim1G120100,12.1 Personal care
98.9,Month,Jan-05,K02000001,,cpi1dim1G120300,12.3 Personal effects (nec)
97.9,Month,Jan-05,K02000001,,cpi1dim1G120400,12.4 Social protection
101,Month,Jan-05,K02000001,,cpi1dim1G120500,12.5 Insurance
97,Month,Jan-05,K02000001,,cpi1dim1G120600,12.6 Financial services (nec)
97.8,Month,Jan-05,K02000001,,cpi1dim1G120700,12.7 Other services (nec)
98.9,Month,Jan-05,K02000001,,cpi1dim1S10101,01.1.1 Bread and cereals
99.4,Month,Jan-05,K02000001,,cpi1dim1S10102,01.1.2 Meat
98.8,Month,Jan-05,K02000001,,cpi1dim1S10103,01.1.3 Fish
97.5,Month,Jan-05,K02000001,,cpi1dim1S10104,"01.1.4 Milk, cheese and eggs"
103.6,Month,Jan-05,K02000001,,cpi1dim1S10105,01.1.5 Oils and fats
97.4,Month,Jan-05,K02000001,,cpi1dim1S10106,01.1.6 Fruit
102,Month,Jan-05,K02000001,,cpi1dim1S10107,01.1.7 Vegetables including potatoes and tubers
98.5,Month,Jan-05,K02000001,,cpi1dim1S10108,"01.1.8 Sugar, jam, syrups, chocolate and confectionery"
101,Month,Jan-05,K02000001,,cpi1dim1S10109,01.1.9 Food products (nec)
98.6,Month,Jan-05,K02000001,,cpi1dim1S10201,"01.2.1 Coffee, tea and cocoa"
99.5,Month,Jan-05,K02000001,,cpi1dim1S10202,"01.2.2 Mineral waters, soft drinks and juices"
99.6,Month,Jan-05,K02000001,,cpi1dim1S20101,02.1.1 Spirits
99.6,Month,Jan-05,K02000001,,cpi1dim1S20102,02.1.2 Wine
100.7,Month,Jan-05,K02000001,,cpi1dim1S20103,02.1.3 Beer
97.9,Month,Jan-05,K02000001,,cpi1dim1S20200,02.2.0 Tobacco
100.7,Month,Jan-05,K02000001,,cpi1dim1S30102,03.1.2 Garments
99,Month,Jan-05,K02000001,,cpi1dim1S30103,03.1.3 Other clothing and clothing accessories
98.3,Month,Jan-05,K02000001,,cpi1dim1S30104,"03.1.4 Cleaning, repair and hire of clothing"
101.4,Month,Jan-05,K02000001,,cpi1dim1S30200,03.2.0 Footwear including repairs
98.1,Month,Jan-05,K02000001,,cpi1dim1S40100,04.1.0 Actual rentals for housing
100.6,Month,Jan-05,K02000001,,cpi1dim1S40301,04.3.1 Materials for maintenance and repair
97.8,Month,Jan-05,K02000001,,cpi1dim1S40302,04.3.2 Services for maintenance and repair
90.8,Month,Jan-05,K02000001,,cpi1dim1S40401,04.4.1 Water supply
93.5,Month,Jan-05,K02000001,,cpi1dim1S40403,04.4.3 Sewerage collection
96.8,Month,Jan-05,K02000001,,cpi1dim1S40501,04.5.1 Electricity
96.4,Month,Jan-05,K02000001,,cpi1dim1S40502,04.5.2 Gas
80,Month,Jan-05,K02000001,,cpi1dim1S40503,04.5.3 Liquid fuels
98,Month,Jan-05,K02000001,,cpi1dim1S40504,04.5.4 Solid fuels
96.4,Month,Jan-05,K02000001,,cpi1dim1S50101,05.1.1 Furniture and furnishings
98.4,Month,Jan-05,K02000001,,cpi1dim1S50102,05.1.2 Carpets and other floor coverings
99.5,Month,Jan-05,K02000001,,cpi1dim1S50200,05.2.0 Household Textiles
99.3,Month,Jan-05,K02000001,,cpi1dim1S50301,05.3.1/2 Major appliances and small electric goods
99.3,Month,Jan-05,K02000001,,cpi1dim1S50303,05.3.3 Repair of household appliances
100.9,Month,Jan-05,K02000001,,cpi1dim1S50400,"05.4.0 Glassware, Tableware and Household Utensils"
101,Month,Jan-05,K02000001,,cpi1dim1S50500,05.5.0 Tools and equipment for House and Garden
98.8,Month,Jan-05,K02000001,,cpi1dim1S50601,05.6.1 Non-durable household goods
98.4,Month,Jan-05,K02000001,,cpi1dim1S50602,05.6.2 Domestic services and household services
100.4,Month,Jan-05,K02000001,,cpi1dim1S60101,06.1.1 Pharmaceutical products
99.4,Month,Jan-05,K02000001,,cpi1dim1S60102,06.1.2/3 Other medical and therapeutic equipment
98.6,Month,Jan-05,K02000001,,cpi1dim1S60201,"06.2.1/3 Medical services, paramedical services"
97.6,Month,Jan-05,K02000001,,cpi1dim1S60202,06.2.2 Dental services
97.2,Month,Jan-05,K02000001,,cpi1dim1S60300,06.3.0 Hospital Services
100.8,Month,Jan-05,K02000001,,cpi1dim1S70102,07.1.2/3 Motorcycles and bicycles
99.3,Month,Jan-05,K02000001,,cpi1dim1S70181,07.1.1 New Cars
102,Month,Jan-05,K02000001,,cpi1dim1S70191,07.1.1b Second Hand Cars
99.7,Month,Jan-05,K02000001,,cpi1dim1S70201,07.2.1 Spare parts and accessories
91.2,Month,Jan-05,K02000001,,cpi1dim1S70202,07.2.2 Fuels and lubricants
98.1,Month,Jan-05,K02000001,,cpi1dim1S70203,07.2.3 Maintenance and repairs
97.4,Month,Jan-05,K02000001,,cpi1dim1S70204,07.2.4 Other services
99.4,Month,Jan-05,K02000001,,cpi1dim1S70301,07.3.1 Passenger transport by railway
98,Month,Jan-05,K02000001,,cpi1dim1S70302,07.3.2 Passenger transport by road
80.4,Month,Jan-05,K02000001,,cpi1dim1S70303,07.3.3 Passenger transport by air
91.7,Month,Jan-05,K02000001,,cpi1dim1S70304,07.3.4 Passenger transport by sea and inland waterway
97,Month,Jan-05,K02000001,,cpi1dim1S80100,08.1.0 Postal Services
100.6,Month,Jan-05,K02000001,,cpi1dim1S80200,08.2.0 Telephone and Telefax Equipment & Services
107.5,Month,Jan-05,K02000001,,cpi1dim1S90101,09.1.1 Reception and reproduction of sound and pictures
109.6,Month,Jan-05,K02000001,,cpi1dim1S90102,"09.1.2 Photographic, cinematographic and optical equipment"
112,Month,Jan-05,K02000001,,cpi1dim1S90103,09.1.3 Data processing equipment
101.7,Month,Jan-05,K02000001,,cpi1dim1S90104,09.1.4 Recording media
97.7,Month,Jan-05,K02000001,,cpi1dim1S90105,"09.1.5 Repair of audio-visual equipment , related products"
99.8,Month,Jan-05,K02000001,,cpi1dim1S90201,09.2.1/2 Major durables for in/outdoor recreation
102.6,Month,Jan-05,K02000001,,cpi1dim1S90301,"09.3.1 Games, toys and hobbies"
100.7,Month,Jan-05,K02000001,,cpi1dim1S90302,09.3.2 Equipment for sport and open-air recreation
101.1,Month,Jan-05,K02000001,,cpi1dim1S90303,"09.3.3 Gardens, plants and flowers"
98.5,Month,Jan-05,K02000001,,cpi1dim1S90304,"09.3.4/5 Pets, related products and services"
98.2,Month,Jan-05,K02000001,,cpi1dim1S90401,09.4.1 Recreational and sporting services
97.1,Month,Jan-05,K02000001,,cpi1dim1S90402,09.4.2 Cultural services
98.8,Month,Jan-05,K02000001,,cpi1dim1S90501,09.5.1 Books
98.5,Month,Jan-05,K02000001,,cpi1dim1S90502,09.5.2 Newspapers and periodicals
101.1,Month,Jan-05,K02000001,,cpi1dim1S90503,"09.5.3/4 Misc. printed matter, stationery, drawing materials"
100.5,Month,Jan-05,K02000001,,cpi1dim1S90600,09.6.0 Package Holidays
98.7,Month,Jan-05,K02000001,,cpi1dim1S100000,10.0.0 Education
98.3,Month,Jan-05,K02000001,,cpi1dim1S110101,"11.1.1 Restaurants, cafes"
98.5,Month,Jan-05,K02000001,,cpi1dim1S110102,11.1.2 Canteens
97.2,Month,Jan-05,K02000001,,cpi1dim1S110200,11.2.0 Accommodation Services
97.9,Month,Jan-05,K02000001,,cpi1dim1S120101,12.1.1 Hairdressing and personal grooming establishments
100.7,Month,Jan-05,K02000001,,cpi1dim1S120102,12.1.2/3 Appliances and products for personal care
99.2,Month,Jan-05,K02000001,,cpi1dim1S120301,"12.3.1 Jewellery, clocks and watches"
98,Month,Jan-05,K02000001,,cpi1dim1S120302,12.3.2 Other personal effects
97.9,Month,Jan-05,K02000001,,cpi1dim1S120400,12.4.0 Social Protection
99.5,Month,Jan-05,K02000001,,cpi1dim1S120502,12.5.2 House contents insurance
98,Month,Jan-05,K02000001,,cpi1dim1S120503,12.5.3 Health insurance
102.6,Month,Jan-05,K02000001,,cpi1dim1S120504,12.5.4 Transport insurance
97,Month,Jan-05,K02000001,,cpi1dim1S120602,12.6.2 Other financial services (nec)
97.8,Month,Jan-05,K02000001,,cpi1dim1S120700,12.7.0 Other Services Not Elsewhere covered
99.2,Month,Jan-05,K02000001,,cpi1dim1T10000,01 Food and non-alcoholic beverages
98.8,Month,Jan-05,K02000001,,cpi1dim1T20000,02 Alcoholic beverages and tobacco
100.7,Month,Jan-05,K02000001,,cpi1dim1T30000,03 Clothing and footwear
97.2,Month,Jan-05,K02000001,,cpi1dim1T40000,"04 Housing, water, electricity, gas and other fuels"
98.6,Month,Jan-05,K02000001,,cpi1dim1T50000,"05 Furniture, household equipment and maintenance"
